Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
17,3,2015-03-04,7929,858,1,1,0,0
18,3,2015-03-04,7524,796,1,1,0,0
19,3,2015-03-04,7671,742,1,1,0,0
20,3,2015-03-04,8187,838,1,1,0,0
1,2,2015-03-03,5451,576,1,1,0,0
2,2,2015-03-03,6610,697,1,1,0,0
3,2,2015-03-03,8615,817,1,1,0,0
4,2,2015-03-03,11093,1407,1,1,0,0
5,2,2015-03-03,6036,632,1,1,0,0
6,2,2015-03-03,5872,655,1,1,0,0
7,2,2015-03-03,11404,1095,1,1,0,0
8,2,2015-03-03,8163,829,1,1,0,0
9,2,2015-03-03,8222,669,1,1,0,0
10,2,2015-03-03,6313,641,1,1,0,0
11,2,2015-03-03,8883,1168,1,1,0,0
12,2,2015-03-03,9210,946,1,1,0,0
13,2,2015-03-03,5826,429,1,1,0,0
14,2,2015-03-03,6503,665,1,1,0,0
15,2,2015-03-03,8688,764,1,1,0,0
16,2,2015-03-03,10653,1090,1,1,0,0
17,2,2015-03-03,8764,996,1,1,0,0
18,2,2015-03-03,7713,764,1,1,0,0
19,2,2015-03-03,9066,799,1,1,0,0
20,2,2015-03-03,9973,1051,1,1,0,0
1,1,2015-03-02,5942,669,1,1,0,0
2,1,2015-03-02,7161,739,1,1,0,0
3,1,2015-03-02,10970,974,1,1,0,0
4,1,2015-03-02,12899,1588,1,1,0,0
5,1,2015-03-02,7524,797,1,1,0,0
6,1,2015-03-02,7519,791,1,1,0,0
7,1,2015-03-02,11387,1019,1,1,0,0
8,1,2015-03-02,8923,897,1,1,0,0
9,1,2015-03-02,10551,828,1,1,0,0
10,1,2015-03-02,7600,741,1,1,0,0
11,1,2015-03-02,10112,1214,1,1,0,0
12,1,2015-03-02,10743,1065,1,1,0,0
13,1,2015-03-02,7748,499,1,1,0,0
14,1,2015-03-02,7605,785,1,1,0,0
15,1,2015-03-02,9608,830,1,1,0,0
16,1,2015-03-02,11456,1070,1,1,0,0
17,1,2015-03-02,9986,1045,1,1,0,0
18,1,2015-03-02,9841,940,1,1,0,0
19,1,2015-03-02,10525,871,1,1,0,0
20,1,2015-03-02,9878,946,1,1,0,0
1,7,2015-03-01,0,0,0,0,0,0
2,7,2015-03-01,0,0,0,0,0,0
3,7,2015-03-01,0,0,0,0,0,0
4,7,2015-03-01,0,0,0,0,0,0
5,7,2015-03-01,0,0,0,0,0,0
6,7,2015-03-01,0,0,0,0,0,0
7,7,2015-03-01,0,0,0,0,0,0
8,7,2015-03-01,0,0,0,0,0,0
9,7,2015-03-01,0,0,0,0,0,0
10,7,2015-03-01,0,0,0,0,0,0
11,7,2015-03-01,0,0,0,0,0,0
12,7,2015-03-01,0,0,0,0,0,0
13,7,2015-03-01,0,0,0,0,0,0
14,7,2015-03-01,0,0,0,0,0,0
15,7,2015-03-01,0,0,0,0,0,0
16,7,2015-03-01,0,0,0,0,0,0
17,7,2015-03-01,0,0,0,0,0,0
18,7,2015-03-01,0,0,0,0,0,0
19,7,2015-03-01,0,0,0,0,0,0
20,7,2015-03-01,0,0,0,0,0,0
1,6,2015-02-28,5289,640,1,0,0,0
2,6,2015-02-28,3032,378,1,0,0,0
3,6,2015-02-28,4574,482,1,0,0,0
4,6,2015-02-28,11487,1548,1,0,0,0
5,6,2015-02-28,2274,244,1,0,0,0
6,6,2015-02-28,3320,378,1,0,0,0
7,6,2015-02-28,6933,713,1,0,0,0
8,6,2015-02-28,4103,451,1,0,0,0
9,6,2015-02-28,7321,629,1,0,0,0
10,6,2015-02-28,5127,572,1,0,0,0
11,6,2015-02-28,6955,964,1,0,0,0
12,6,2015-02-28,6731,835,1,0,0,0
13,6,2015-02-28,4830,384,1,0,0,0
14,6,2015-02-28,3892,441,1,0,0,0
15,6,2015-02-28,6640,693,1,0,0,0
16,6,2015-02-28,5727,603,1,0,0,0
17,6,2015-02-28,2820,383,1,0,0,0
18,6,2015-02-28,5389,593,1,0,0,0
19,6,2015-02-28,5246,476,1,0,0,0
20,6,2015-02-28,5804,540,1,0,0,0
1,5,2015-02-27,4708,542,1,0,0,0
2,5,2015-02-27,4022,517,1,0,0,0
3,5,2015-02-27,5640,693,1,0,0,0
4,5,2015-02-27,10243,1384,1,0,0,0
5,5,2015-02-27,4548,541,1,0,0,0
6,5,2015-02-27,4887,590,1,0,0,0
7,5,2015-02-27,8929,920,1,0,0,0
8,5,2015-02-27,6145,661,1,0,0,0
9,5,2015-02-27,7042,651,1,0,0,0
10,5,2015-02-27,5562,563,1,0,0,0
11,5,2015-02-27,7947,1037,1,0,0,0
12,5,2015-02-27,5570,735,1,0,0,0
13,5,2015-02-27,5924,362,1,0,0,0
14,5,2015-02-27,5561,667,1,0,0,0
15,5,2015-02-27,6916,672,1,0,0,0
16,5,2015-02-27,7113,768,1,0,0,0
17,5,2015-02-27,6135,808,1,0,0,0
18,5,2015-02-27,7976,861,1,0,0,0
19,5,2015-02-27,8704,781,1,0,0,0
20,5,2015-02-27,7262,771,1,0,0,0
1,4,2015-02-26,4042,489,1,0,0,0
2,4,2015-02-26,4035,509,1,0,0,0
3,4,2015-02-26,5978,719,1,0,0,0
4,4,2015-02-26,8080,1138,1,0,0,0
5,4,2015-02-26,3560,475,1,0,0,0
6,4,2015-02-26,3948,476,1,0,0,0
7,4,2015-02-26,7817,866,1,0,0,0
8,4,2015-02-26,6350,803,1,0,0,0
9,4,2015-02-26,6278,560,1,0,0,0
10,4,2015-02-26,4792,564,1,0,0,0
11,4,2015-02-26,7169,1059,1,0,0,0
12,4,2015-02-26,5928,797,1,0,0,0
13,4,2015-02-26,4009,296,1,0,0,0
14,4,2015-02-26,4925,613,1,0,0,0
15,4,2015-02-26,6279,625,1,0,0,0
16,4,2015-02-26,7392,886,1,0,0,0
17,4,2015-02-26,5247,727,1,0,0,0
18,4,2015-02-26,5717,662,1,0,0,0
19,4,2015-02-26,6325,625,1,0,0,0
20,4,2015-02-26,8712,995,1,0,0,0
1,3,2015-02-25,3875,512,1,0,0,0
2,3,2015-02-25,4666,653,1,0,0,0
3,3,2015-02-25,4650,629,1,0,0,0
4,3,2015-02-25,8051,1113,1,0,0,0
5,3,2015-02-25,4179,553,1,0,0,0
6,3,2015-02-25,3936,510,1,0,0,0
7,3,2015-02-25,6084,755,1,0,0,0
8,3,2015-02-25,5473,663,1,0,0,0
9,3,2015-02-25,5991,584,1,0,0,0
10,3,2015-02-25,4347,565,1,0,0,0
11,3,2015-02-25,7072,1067,1,0,0,0
12,3,2015-02-25,5883,778,1,0,0,0
13,3,2015-02-25,3251,282,1,0,0,0
14,3,2015-02-25,4663,592,1,0,0,0
15,3,2015-02-25,4595,529,1,0,0,0
16,3,2015-02-25,6930,799,1,0,0,0
17,3,2015-02-25,4813,694,1,0,0,0
18,3,2015-02-25,5960,689,1,0,0,0
19,3,2015-02-25,6058,623,1,0,0,0
20,3,2015-02-25,7550,843,1,0,0,0
1,2,2015-02-24,4054,500,1,0,0,0
2,2,2015-02-24,3755,498,1,0,0,0
3,2,2015-02-24,4982,669,1,0,0,0
4,2,2015-02-24,7611,1162,1,0,0,0
5,2,2015-02-24,3848,525,1,0,0,0
6,2,2015-02-24,4044,511,1,0,0,0
7,2,2015-02-24,6904,840,1,0,0,0
8,2,2015-02-24,5368,674,1,0,0,0
9,2,2015-02-24,5991,565,1,0,0,0
10,2,2015-02-24,4842,575,1,0,0,0
11,2,2015-02-24,5830,935,1,0,0,0
12,2,2015-02-24,5002,714,1,0,0,0
13,2,2015-02-24,3008,283,1,0,0,0
14,2,2015-02-24,4078,538,1,0,0,0
15,2,2015-02-24,4862,544,1,0,0,0
16,2,2015-02-24,7053,882,1,0,0,0
17,2,2015-02-24,5523,772,1,0,0,0
18,2,2015-02-24,5706,683,1,0,0,0
19,2,2015-02-24,6234,631,1,0,0,0
20,2,2015-02-24,7123,820,1,0,0,0
1,1,2015-02-23,3598,454,1,0,0,0
2,1,2015-02-23,3633,481,1,0,0,0
3,1,2015-02-23,5354,645,1,0,0,0
4,1,2015-02-23,8328,1185,1,0,0,0
5,1,2015-02-23,3742,502,1,0,0,0
6,1,2015-02-23,3783,504,1,0,0,0
7,1,2015-02-23,7055,802,1,0,0,0
8,1,2015-02-23,4977,694,1,0,0,0
9,1,2015-02-23,6713,623,1,0,0,0
10,1,2015-02-23,5348,582,1,0,0,0
11,1,2015-02-23,6199,949,1,0,0,0
12,1,2015-02-23,5892,795,1,0,0,0
13,1,2015-02-23,3224,271,1,0,0,0
14,1,2015-02-23,5190,650,1,0,0,0
15,1,2015-02-23,5021,580,1,0,0,0
16,1,2015-02-23,6352,855,1,0,0,0
17,1,2015-02-23,3995,566,1,0,0,0
18,1,2015-02-23,5622,693,1,0,0,0
19,1,2015-02-23,5746,576,1,0,0,0
20,1,2015-02-23,7796,859,1,0,0,0
1,7,2015-02-22,0,0,0,0,0,0
2,7,2015-02-22,0,0,0,0,0,0
3,7,2015-02-22,0,0,0,0,0,0
4,7,2015-02-22,0,0,0,0,0,0
5,7,2015-02-22,0,0,0,0,0,0
6,7,2015-02-22,0,0,0,0,0,0
7,7,2015-02-22,0,0,0,0,0,0
8,7,2015-02-22,0,0,0,0,0,0
9,7,2015-02-22,0,0,0,0,0,0
10,7,2015-02-22,0,0,0,0,0,0
11,7,2015-02-22,0,0,0,0,0,0
12,7,2015-02-22,0,0,0,0,0,0
13,7,2015-02-22,0,0,0,0,0,0
14,7,2015-02-22,0,0,0,0,0,0
15,7,2015-02-22,0,0,0,0,0,0
16,7,2015-02-22,0,0,0,0,0,0
17,7,2015-02-22,0,0,0,0,0,0
18,7,2015-02-22,0,0,0,0,0,0
19,7,2015-02-22,0,0,0,0,0,0
20,7,2015-02-22,0,0,0,0,0,0
1,6,2015-02-21,4475,547,1,0,0,0
2,6,2015-02-21,3005,355,1,0,0,0
3,6,2015-02-21,3419,396,1,0,0,0
4,6,2015-02-21,9847,1348,1,0,0,0
5,6,2015-02-21,1752,199,1,0,0,0
6,6,2015-02-21,3086,378,1,0,0,0
7,6,2015-02-21,4775,507,1,0,0,0
8,6,2015-02-21,3402,393,1,0,0,0
9,6,2015-02-21,7470,614,1,0,0,0
10,6,2015-02-21,5302,542,1,0,0,0
11,6,2015-02-21,5432,727,1,0,0,0
12,6,2015-02-21,6343,719,1,0,0,0
13,6,2015-02-21,4472,356,1,0,0,0
14,6,2015-02-21,3420,416,1,0,0,0
15,6,2015-02-21,5174,600,1,0,0,0
16,6,2015-02-21,4660,504,1,0,0,0
17,6,2015-02-21,2795,335,1,0,0,0
18,6,2015-02-21,4362,499,1,0,0,0
19,6,2015-02-21,4363,393,1,0,0,0
20,6,2015-02-21,5589,482,1,0,0,0
1,5,2015-02-20,4651,548,1,1,0,0
2,5,2015-02-20,4727,544,1,1,0,0
3,5,2015-02-20,7204,742,1,1,0,0
4,5,2015-02-20,10421,1391,1,1,0,0
5,5,2015-02-20,4658,555,1,1,0,1
6,5,2015-02-20,5314,579,1,1,0,1
7,5,2015-02-20,9063,921,1,1,0,0
8,5,2015-02-20,6002,650,1,1,0,0
9,5,2015-02-20,7490,634,1,1,0,0
10,5,2015-02-20,5743,595,1,1,0,0
11,5,2015-02-20,6544,903,1,1,0,0
12,5,2015-02-20,6996,834,1,1,0,0
13,5,2015-02-20,5360,411,1,1,0,1
14,5,2015-02-20,5966,651,1,1,0,0
15,5,2015-02-20,7151,688,1,1,0,0
16,5,2015-02-20,8058,878,1,1,0,0
17,5,2015-02-20,6852,853,1,1,0,0
18,5,2015-02-20,7791,865,1,1,0,0
19,5,2015-02-20,7540,673,1,1,0,0
20,5,2015-02-20,7706,831,1,1,0,1
1,4,2015-02-19,4460,507,1,1,0,0
2,4,2015-02-19,5842,627,1,1,0,0
3,4,2015-02-19,7248,791,1,1,0,0
4,4,2015-02-19,9114,1264,1,1,0,0
5,4,2015-02-19,4839,568,1,1,0,1
6,4,2015-02-19,4911,567,1,1,0,1
7,4,2015-02-19,8565,968,1,1,0,0
8,4,2015-02-19,7768,915,1,1,0,0
9,4,2015-02-19,7615,664,1,1,0,0
10,4,2015-02-19,5858,606,1,1,0,0
11,4,2015-02-19,7609,1091,1,1,0,0
12,4,2015-02-19,7904,936,1,1,0,0
13,4,2015-02-19,6370,399,1,1,0,1
14,4,2015-02-19,5427,675,1,1,0,0
15,4,2015-02-19,6781,654,1,1,0,0
16,4,2015-02-19,7491,836,1,1,0,0
17,4,2015-02-19,7610,869,1,1,0,0
18,4,2015-02-19,7300,757,1,1,0,0
19,4,2015-02-19,7883,711,1,1,0,0
20,4,2015-02-19,9156,1008,1,1,0,1
1,3,2015-02-18,4180,509,1,1,0,0
2,3,2015-02-18,6178,758,1,1,0,0
3,3,2015-02-18,7862,784,1,1,0,0
4,3,2015-02-18,8794,1223,1,1,0,0
5,3,2015-02-18,5389,630,1,1,0,1
6,3,2015-02-18,4618,531,1,1,0,1
7,3,2015-02-18,8775,890,1,1,0,0
8,3,2015-02-18,7449,780,1,1,0,0
9,3,2015-02-18,7417,668,1,1,0,0
10,3,2015-02-18,6502,634,1,1,0,0
11,3,2015-02-18,7896,1110,1,1,0,0
12,3,2015-02-18,7863,919,1,1,0,0
13,3,2015-02-18,5558,359,1,1,0,1
14,3,2015-02-18,6106,679,1,1,0,0
15,3,2015-02-18,6313,585,1,1,0,0
16,3,2015-02-18,7789,833,1,1,0,0
17,3,2015-02-18,7592,859,1,1,0,0
18,3,2015-02-18,7303,756,1,1,0,0
19,3,2015-02-18,6799,683,1,1,0,0
20,3,2015-02-18,7368,808,1,1,0,1
1,2,2015-02-17,4833,512,1,1,0,0
2,2,2015-02-17,6113,623,1,1,0,0
3,2,2015-02-17,7895,789,1,1,0,0
4,2,2015-02-17,9657,1258,1,1,0,0
5,2,2015-02-17,5433,584,1,1,0,1
6,2,2015-02-17,5586,615,1,1,0,1
7,2,2015-02-17,10521,1050,1,1,0,0
8,2,2015-02-17,7938,797,1,1,0,0
9,2,2015-02-17,9308,707,1,1,0,0
10,2,2015-02-17,6615,651,1,1,0,0
11,2,2015-02-17,7372,1032,1,1,0,0
12,2,2015-02-17,9273,930,1,1,0,0
13,2,2015-02-17,5719,387,1,1,0,1
14,2,2015-02-17,7074,732,1,1,0,0
15,2,2015-02-17,7454,676,1,1,0,0
16,2,2015-02-17,7747,836,1,1,0,0
17,2,2015-02-17,8611,965,1,1,0,0
18,2,2015-02-17,6927,722,1,1,0,0
19,2,2015-02-17,7608,748,1,1,0,0
20,2,2015-02-17,6550,657,1,1,0,1
1,1,2015-02-16,4303,478,1,1,0,0
2,1,2015-02-16,7478,703,1,1,0,0
3,1,2015-02-16,9914,934,1,1,0,0
4,1,2015-02-16,11092,1511,1,1,0,0
5,1,2015-02-16,7566,708,1,1,0,1
6,1,2015-02-16,6506,677,1,1,0,1
7,1,2015-02-16,11966,1083,1,1,0,0
8,1,2015-02-16,9169,917,1,1,0,0
9,1,2015-02-16,9403,756,1,1,0,0
10,1,2015-02-16,7738,752,1,1,0,0
11,1,2015-02-16,9773,1185,1,1,0,0
12,1,2015-02-16,10936,1098,1,1,0,0
13,1,2015-02-16,7264,476,1,1,0,1
14,1,2015-02-16,4590,478,1,1,0,0
15,1,2015-02-16,8900,761,1,1,0,0
16,1,2015-02-16,11291,1041,1,1,0,0
17,1,2015-02-16,9780,1021,1,1,0,0
18,1,2015-02-16,10110,962,1,1,0,0
19,1,2015-02-16,9698,797,1,1,0,0
20,1,2015-02-16,10303,977,1,1,0,1
1,7,2015-02-15,0,0,0,0,0,0
2,7,2015-02-15,0,0,0,0,0,0
3,7,2015-02-15,0,0,0,0,0,0
4,7,2015-02-15,0,0,0,0,0,0
5,7,2015-02-15,0,0,0,0,0,0
6,7,2015-02-15,0,0,0,0,0,0
7,7,2015-02-15,0,0,0,0,0,0
8,7,2015-02-15,0,0,0,0,0,0
9,7,2015-02-15,0,0,0,0,0,0
10,7,2015-02-15,0,0,0,0,0,0
11,7,2015-02-15,0,0,0,0,0,0
12,7,2015-02-15,0,0,0,0,0,0
13,7,2015-02-15,0,0,0,0,0,0
14,7,2015-02-15,0,0,0,0,0,0
15,7,2015-02-15,0,0,0,0,0,0
16,7,2015-02-15,0,0,0,0,0,0
17,7,2015-02-15,0,0,0,0,0,0
18,7,2015-02-15,0,0,0,0,0,0
19,7,2015-02-15,0,0,0,0,0,0
20,7,2015-02-15,0,0,0,0,0,0
1,6,2015-02-14,5015,624,1,0,0,0
2,6,2015-02-14,2809,351,1,0,0,0
3,6,2015-02-14,4221,498,1,0,0,0
4,6,2015-02-14,10274,1477,1,0,0,0
5,6,2015-02-14,2162,254,1,0,0,0
6,6,2015-02-14,2905,336,1,0,0,0
7,6,2015-02-14,6312,659,1,0,0,0
8,6,2015-02-14,3765,454,1,0,0,0
9,6,2015-02-14,7377,666,1,0,0,0
10,6,2015-02-14,4610,533,1,0,0,0
11,6,2015-02-14,6579,910,1,0,0,0
12,6,2015-02-14,6580,812,1,0,0,0
13,6,2015-02-14,5132,392,1,0,0,0
14,6,2015-02-14,3394,429,1,0,0,0
15,6,2015-02-14,5828,603,1,0,0,0
16,6,2015-02-14,6015,630,1,0,0,0
17,6,2015-02-14,2957,421,1,0,0,0
18,6,2015-02-14,5032,533,1,0,0,0
19,6,2015-02-14,4671,457,1,0,0,0
20,6,2015-02-14,5379,533,1,0,0,0
1,5,2015-02-13,4726,630,1,0,0,0
2,5,2015-02-13,3647,499,1,0,0,0
3,5,2015-02-13,6018,765,1,0,0,0
4,5,2015-02-13,8628,1261,1,0,0,0
5,5,2015-02-13,4617,542,1,0,0,1
6,5,2015-02-13,4083,490,1,0,0,1
7,5,2015-02-13,8623,1013,1,0,0,0
8,5,2015-02-13,5296,652,1,0,0,0
9,5,2015-02-13,6309,574,1,0,0,0
10,5,2015-02-13,5285,614,1,0,0,0
11,5,2015-02-13,7571,1093,1,0,0,0
12,5,2015-02-13,5996,788,1,0,0,0
13,5,2015-02-13,4127,335,1,0,0,0
14,5,2015-02-13,4736,619,1,0,0,0
15,5,2015-02-13,7157,715,1,0,0,0
16,5,2015-02-13,7215,873,1,0,0,0
17,5,2015-02-13,5843,822,1,0,0,0
18,5,2015-02-13,7493,826,1,0,0,0
19,5,2015-02-13,6314,684,1,0,0,0
20,5,2015-02-13,7469,782,1,0,0,0
1,4,2015-02-12,3900,477,1,0,0,0
2,4,2015-02-12,3765,485,1,0,0,0
3,4,2015-02-12,5179,666,1,0,0,0
4,4,2015-02-12,8239,1206,1,0,0,0
5,4,2015-02-12,3852,453,1,0,0,1
6,4,2015-02-12,3679,457,1,0,0,1
7,4,2015-02-12,7296,839,1,0,0,0
8,4,2015-02-12,5694,776,1,0,0,0
9,4,2015-02-12,5883,558,1,0,0,0
10,4,2015-02-12,4602,522,1,0,0,0
11,4,2015-02-12,6753,1031,1,0,0,0
12,4,2015-02-12,6176,824,1,0,0,0
13,4,2015-02-12,2852,260,1,0,0,0
14,4,2015-02-12,4566,594,1,0,0,0
15,4,2015-02-12,5234,596,1,0,0,0
16,4,2015-02-12,6526,841,1,0,0,0
17,4,2015-02-12,5411,732,1,0,0,0
18,4,2015-02-12,5576,655,1,0,0,0
19,4,2015-02-12,5953,635,1,0,0,0
20,4,2015-02-12,8577,948,1,0,0,0
1,3,2015-02-11,3735,501,1,0,0,0
2,3,2015-02-11,4773,641,1,0,0,0
3,3,2015-02-11,6116,710,1,0,0,0
4,3,2015-02-11,7317,1087,1,0,0,0
5,3,2015-02-11,3862,559,1,0,0,1
6,3,2015-02-11,3843,485,1,0,0,1
7,3,2015-02-11,7346,810,1,0,0,0
8,3,2015-02-11,5051,647,1,0,0,0
9,3,2015-02-11,5880,608,1,0,0,0
10,3,2015-02-11,5530,620,1,0,0,0
11,3,2015-02-11,6984,1094,1,0,0,0
12,3,2015-02-11,5689,755,1,0,0,0
13,3,2015-02-11,3277,283,1,0,0,0
14,3,2015-02-11,5105,619,1,0,0,0
15,3,2015-02-11,5171,537,1,0,0,0
16,3,2015-02-11,7014,881,1,0,0,0
17,3,2015-02-11,4716,700,1,0,0,0
18,3,2015-02-11,6272,748,1,0,0,0
19,3,2015-02-11,5631,625,1,0,0,0
20,3,2015-02-11,7093,814,1,0,0,0
1,2,2015-02-10,3136,419,1,0,0,0
2,2,2015-02-10,4653,567,1,0,0,0
3,2,2015-02-10,5333,685,1,0,0,0
4,2,2015-02-10,7914,1180,1,0,0,0
5,2,2015-02-10,3912,512,1,0,0,1
6,2,2015-02-10,4076,491,1,0,0,1
7,2,2015-02-10,7397,935,1,0,0,0
8,2,2015-02-10,5070,665,1,0,0,0
9,2,2015-02-10,6075,559,1,0,0,0
10,2,2015-02-10,5094,589,1,0,0,0
11,2,2015-02-10,6833,1066,1,0,0,0
12,2,2015-02-10,5361,779,1,0,0,0
13,2,2015-02-10,4157,305,1,0,0,0
14,2,2015-02-10,5164,650,1,0,0,0
15,2,2015-02-10,5368,576,1,0,0,0
16,2,2015-02-10,7013,865,1,0,0,0
17,2,2015-02-10,5414,769,1,0,0,0
18,2,2015-02-10,5250,631,1,0,0,0
19,2,2015-02-10,5730,668,1,0,0,0
20,2,2015-02-10,7604,829,1,0,0,0
1,1,2015-02-09,3965,501,1,0,0,0
2,1,2015-02-09,3678,491,1,0,0,0
3,1,2015-02-09,5027,643,1,0,0,0
4,1,2015-02-09,8940,1255,1,0,0,0
5,1,2015-02-09,3294,442,1,0,0,1
6,1,2015-02-09,3834,476,1,0,0,1
7,1,2015-02-09,8215,916,1,0,0,0
8,1,2015-02-09,5787,765,1,0,0,0
9,1,2015-02-09,6314,625,1,0,0,0
10,1,2015-02-09,4795,574,1,0,0,0
11,1,2015-02-09,6514,1021,1,0,0,0
12,1,2015-02-09,5763,794,1,0,0,0
13,1,2015-02-09,3445,273,1,0,0,0
14,1,2015-02-09,5013,678,1,0,0,0
15,1,2015-02-09,5719,614,1,0,0,0
16,1,2015-02-09,7698,885,1,0,0,0
17,1,2015-02-09,4310,672,1,0,0,0
18,1,2015-02-09,5769,700,1,0,0,0
19,1,2015-02-09,6039,653,1,0,0,0
20,1,2015-02-09,7275,815,1,0,0,0
1,7,2015-02-08,0,0,0,0,0,0
2,7,2015-02-08,0,0,0,0,0,0
3,7,2015-02-08,0,0,0,0,0,0
4,7,2015-02-08,0,0,0,0,0,0
5,7,2015-02-08,0,0,0,0,0,0
6,7,2015-02-08,0,0,0,0,0,0
7,7,2015-02-08,0,0,0,0,0,0
8,7,2015-02-08,0,0,0,0,0,0
9,7,2015-02-08,0,0,0,0,0,0
10,7,2015-02-08,0,0,0,0,0,0
11,7,2015-02-08,0,0,0,0,0,0
12,7,2015-02-08,0,0,0,0,0,0
13,7,2015-02-08,0,0,0,0,0,0
14,7,2015-02-08,0,0,0,0,0,0
15,7,2015-02-08,0,0,0,0,0,0
16,7,2015-02-08,0,0,0,0,0,0
17,7,2015-02-08,0,0,0,0,0,0
18,7,2015-02-08,0,0,0,0,0,0
19,7,2015-02-08,0,0,0,0,0,0
20,7,2015-02-08,0,0,0,0,0,0
1,6,2015-02-07,4663,599,1,0,0,0
2,6,2015-02-07,2335,306,1,0,0,0
3,6,2015-02-07,4781,549,1,0,0,0
4,6,2015-02-07,10042,1398,1,0,0,0
5,6,2015-02-07,2064,229,1,0,0,0
6,6,2015-02-07,3320,373,1,0,0,0
7,6,2015-02-07,6172,597,1,0,0,0
8,6,2015-02-07,3603,450,1,0,0,0
9,6,2015-02-07,7299,627,1,0,0,0
10,6,2015-02-07,4770,518,1,0,0,0
11,6,2015-02-07,5931,842,1,0,0,0
12,6,2015-02-07,6244,797,1,0,0,0
13,6,2015-02-07,4668,375,1,0,0,0
14,6,2015-02-07,3368,418,1,0,0,0
15,6,2015-02-07,6093,632,1,0,0,0
16,6,2015-02-07,6292,584,1,0,0,0
17,6,2015-02-07,2533,361,1,0,0,0
18,6,2015-02-07,4720,518,1,0,0,0
19,6,2015-02-07,4806,453,1,0,0,0
20,6,2015-02-07,4989,485,1,0,0,0
1,5,2015-02-06,5022,604,1,1,0,0
2,5,2015-02-06,5260,550,1,1,0,1
3,5,2015-02-06,7920,811,1,1,0,0
4,5,2015-02-06,10985,1466,1,1,0,1
5,5,2015-02-06,5209,582,1,1,0,0
6,5,2015-02-06,5268,604,1,1,0,0
7,5,2015-02-06,9570,981,1,1,0,0
8,5,2015-02-06,6205,715,1,1,0,0
9,5,2015-02-06,7955,686,1,1,0,0
10,5,2015-02-06,5772,614,1,1,0,0
11,5,2015-02-06,8175,1118,1,1,0,0
12,5,2015-02-06,7409,881,1,1,0,0
13,5,2015-02-06,5652,410,1,1,0,0
14,5,2015-02-06,6245,715,1,1,0,0
15,5,2015-02-06,7710,738,1,1,0,0
16,5,2015-02-06,8575,918,1,1,0,0
17,5,2015-02-06,6643,800,1,1,0,1
18,5,2015-02-06,8507,865,1,1,0,1
19,5,2015-02-06,7629,704,1,1,0,0
20,5,2015-02-06,7285,769,1,1,0,0
1,4,2015-02-05,4394,551,1,1,0,0
2,4,2015-02-05,5275,603,1,1,0,1
3,4,2015-02-05,7195,796,1,1,0,0
4,4,2015-02-05,9882,1424,1,1,0,1
5,4,2015-02-05,5011,541,1,1,0,0
6,4,2015-02-05,5265,595,1,1,0,0
7,4,2015-02-05,8692,914,1,1,0,0
8,4,2015-02-05,7002,890,1,1,0,0
9,4,2015-02-05,6611,589,1,1,0,0
10,4,2015-02-05,5416,590,1,1,0,0
11,4,2015-02-05,7785,1061,1,1,0,0
12,4,2015-02-05,7778,906,1,1,0,0
13,4,2015-02-05,5019,357,1,1,0,0
14,4,2015-02-05,6011,665,1,1,0,0
15,4,2015-02-05,7164,697,1,1,0,0
16,4,2015-02-05,8887,899,1,1,0,0
17,4,2015-02-05,6301,786,1,1,0,1
18,4,2015-02-05,7216,695,1,1,0,1
19,4,2015-02-05,7334,645,1,1,0,0
20,4,2015-02-05,8547,943,1,1,0,0
1,3,2015-02-04,4672,544,1,1,0,0
2,3,2015-02-04,6405,721,1,1,0,1
3,3,2015-02-04,8155,816,1,1,0,0
4,3,2015-02-04,9571,1310,1,1,0,1
5,3,2015-02-04,5656,640,1,1,0,0
6,3,2015-02-04,5034,580,1,1,0,0
7,3,2015-02-04,9566,920,1,1,0,0
8,3,2015-02-04,6877,785,1,1,0,0
9,3,2015-02-04,6956,636,1,1,0,0
10,3,2015-02-04,6052,641,1,1,0,0
11,3,2015-02-04,9131,1247,1,1,0,0
12,3,2015-02-04,8772,947,1,1,0,0
13,3,2015-02-04,5163,373,1,1,0,0
14,3,2015-02-04,6134,691,1,1,0,0
15,3,2015-02-04,6984,644,1,1,0,0
16,3,2015-02-04,8779,890,1,1,0,0
17,3,2015-02-04,7313,839,1,1,0,1
18,3,2015-02-04,7144,719,1,1,0,1
19,3,2015-02-04,7400,689,1,1,0,0
20,3,2015-02-04,8275,884,1,1,0,0
1,2,2015-02-03,4901,596,1,1,0,0
2,2,2015-02-03,6837,684,1,1,0,1
3,2,2015-02-03,8950,895,1,1,0,0
4,2,2015-02-03,11230,1429,1,1,0,1
5,2,2015-02-03,6231,625,1,1,0,0
6,2,2015-02-03,6055,677,1,1,0,0
7,2,2015-02-03,10481,1032,1,1,0,0
8,2,2015-02-03,8146,872,1,1,0,0
9,2,2015-02-03,8929,715,1,1,0,0
10,2,2015-02-03,5982,612,1,1,0,1
11,2,2015-02-03,8927,1204,1,1,0,0
12,2,2015-02-03,8646,957,1,1,0,0
13,2,2015-02-03,5156,373,1,1,0,0
14,2,2015-02-03,7069,761,1,1,0,0
15,2,2015-02-03,7220,668,1,1,0,0
16,2,2015-02-03,10357,1050,1,1,0,0
17,2,2015-02-03,9070,1035,1,1,0,1
18,2,2015-02-03,6606,680,1,1,0,1
